Gene1	Gene2	Annotation	Direction	Score
ABI2	WASF1	PPrel: inhibition; complex	-|	1.00
ABI2	WASF2	predicted	-	0.97
ABI2	WASF3	predicted	-	0.94
ABL1	ABL2	predicted	-	0.92
ABL1	ATF3	expression regulated by	<-	1.00
ABL1	ATM	activated by; catalyzed by	<-	1.00
ABL1	BAIAP2	catalyze; reaction	->	1.00
ABL1	BCL3	expression regulated by	<-	1.00
ABL1	BCR	predicted	-	0.92
ABL1	BLK	activated by	<-	1.00
ABL1	BNIP2	complex; input	-	1.00
ABL1	BOC	complex; input	-	1.00
ABL1	BRF2	expression regulated by	<-	1.00
ABL1	BRK1	activate; catalyze	->	1.00
ABL1	CABLES1	complex; input	-	1.00
ABL1	CAP1	complex; input	-	1.00
ABL1	CAP2	complex; input	-	1.00
ABL1	CBFB	inhibit	-|	1.00
ABL1	CBL	PPrel: activation, phosphorylation	->	1.00
ABL1	CCNA2	activated by	<-	1.00
ABL1	CD2AP	predicted	-	0.90
ABL1	CD55	PPrel: activated, indirect effect	<-	1.00
ABL1	CDC42	complex; input	-	1.00
ABL1	CDH15	complex; input	-	1.00
ABL1	CDH2	activate; complex; input	->	1.00
ABL1	CDK2	activated by	<-	1.00
ABL1	CDK5	activate; complex; input	->	1.00
ABL1	CDON	complex; input	-	1.00
ABL1	CLASP1	complex; input	-	1.00
ABL1	CLASP2	complex; input	-	1.00
ABL1	CRK	PPrel: activated by; PPrel: activation, phosphorylation	<->	1.00
ABL1	CRKL	PPrel: activated by; PPrel: activation, phosphorylation	<->	1.00
ABL1	CTNNA1	activate; complex; input	->	1.00
ABL1	CTNNA2	complex; input	-	1.00
ABL1	CTNNB1	activate; complex; input	->	1.00
ABL1	CTNND1	activate	->	1.00
ABL1	CYFIP1	catalyze	->	1.00
ABL1	CYFIP2	activate; catalyze	->	1.00
ABL1	DVL2	predicted	-	0.90
ABL1	EGFR	predicted	-	0.92
ABL1	ENAH	PPrel: activation; PPrel: activation, phosphorylation	->	1.00
ABL1	EP300	expression regulated by	<-	1.00
ABL1	EPHA1	PPrel: activated by	<-	1.00
ABL1	EPHA2	PPrel: activated by	<-	1.00
ABL1	EPHA3	PPrel: activated by	<-	1.00
ABL1	EPHA4	PPrel: activated by	<-	1.00
ABL1	EPHA5	PPrel: activated by	<-	1.00
ABL1	EPHA6	PPrel: activated by	<-	1.00
ABL1	EPHA7	PPrel: activated by	<-	1.00
ABL1	EPHA8	PPrel: activated by	<-	1.00
ABL1	EPHB1	PPrel: activated by	<-	1.00
ABL1	EPHB2	PPrel: activated by	<-	1.00
ABL1	EPHB2 VARIANT PROTEIN	PPrel: activated by	<-	1.00
ABL1	EPHB3	PPrel: activated by	<-	1.00
ABL1	EPHB4	PPrel: activated by	<-	1.00
ABL1	EPHB6	PPrel: activated by	<-	1.00
ABL1	EPS8	activate	->	1.00
ABL1	ERBB2	predicted	-	0.91
ABL1	ERBB3	predicted	-	0.93
ABL1	ERBB4	predicted	-	0.91
ABL1	FGR	activated by	<-	1.00
ABL1	FLT3	predicted	-	0.92
ABL1	FOSL1	expression regulated by	<-	1.00
ABL1	FYN	activated by	<-	1.00
ABL1	GATA2	expression regulated by	<-	1.00
ABL1	GRB2	PPrel: activation	->	1.00
ABL1	GTF2F1	expression regulated by	<-	1.00
ABL1	HCK	activated by	<-	1.00
ABL1	HDAC2	expression regulated by	<-	1.00
ABL1	IRF1	expression regulated by	<-	1.00
ABL1	ITGB2	predicted	-	0.92
ABL1	JAK1	predicted	-	0.94
ABL1	JAK2	predicted	-	0.95
ABL1	JUN	expression regulated by	<-	1.00
ABL1	KIT	predicted	-	0.90
ABL1	LCK	activated by	<-	1.00
ABL1	LRP8	activated by	<-	1.00
ABL1	LYN	activated by	<-	1.00
ABL1	MAP2K6	catalyzed by	<-	1.00
ABL1	MAP4K5	predicted	-	0.91
ABL1	MAPK11	complex; input	-	1.00
ABL1	MAPK12	complex; input	-	1.00
ABL1	MAPK14	complex; input	-	1.00
ABL1	MDM2	activate	->	1.00
ABL1	MYC	PPrel: indirect effect	-	1.00
ABL1	NCK1	predicted	-	0.93
ABL1	NCKAP1	activate; catalyze	->	1.00
ABL1	NCKAP1L	catalyze	->	1.00
ABL1	NELFE	expression regulated by	<-	1.00
ABL1	NFKBIA	predicted	-	0.94
ABL1	NR2C2	expression regulated by	<-	1.00
ABL1	NTRK1	PPrel: binding/association; complex; input	-	1.00
ABL1	NTRK2	PPrel: binding/association; interaction	-	1.00
ABL1	NTRK3	PPrel: binding/association	-	1.00
ABL1	PDGFB	activate	->	1.00
ABL1	PDGFRB	activate	->	1.00
ABL1	PIK3R1	predicted	-	0.90
ABL1	PLCG1	activate; activated by	<->	1.00
ABL1	PRKCD	predicted	-	0.93
ABL1	PSTPIP1	predicted	-	0.93
ABL1	PTPN1	predicted	-	0.91
ABL1	PTPN6	predicted	-	0.90
ABL1	PXN	predicted	-	0.96
ABL1	RAC1	PPrel: activation; activate; catalyze; reaction	->	1.00
ABL1	RAC2	PPrel: activation	->	1.00
ABL1	RAC3	PPrel: activation	->	1.00
ABL1	RAD52	catalyze	->	1.00
ABL1	RB1	PPrel: binding/association; complex	-	1.00
ABL1	RELN	activated by	<-	1.00
ABL1	RIN1	PPrel: activated by	<-	1.00
ABL1	ROBO1	PPrel: activation, phosphorylation; complex; input	->	1.00
ABL1	ROBO2	PPrel: activation, phosphorylation	->	1.00
ABL1	RUNX1	inhibit	-|	1.00
ABL1	RUNX2	activate	->	1.00
ABL1	SH3BP1	predicted	-	0.91
ABL1	SH3KBP1	predicted	-	0.90
ABL1	SHC1	PPrel: activation, phosphorylation	->	1.00
ABL1	SHC2	PPrel: activation, phosphorylation	->	1.00
ABL1	SHC3	PPrel: activation, phosphorylation	->	1.00
ABL1	SHC4	PPrel: activation, phosphorylation	->	1.00
ABL1	SIRT6	expression regulated by	<-	1.00
ABL1	SLIT1	complex	-	1.00
ABL1	SLIT2	complex; input	-	1.00
ABL1	SMARCA4	expression regulated by	<-	1.00
ABL1	SMARCB1	expression regulated by	<-	1.00
ABL1	SMC3	expression regulated by	<-	1.00
ABL1	SNCA	predicted	-	0.92
ABL1	SOS1	activate	->	1.00
ABL1	SPAG9	complex; input	-	1.00
ABL1	SRC	activated by	<-	1.00
ABL1	STAT1	expression regulated by	<-	1.00
ABL1	STAT5A	PPrel: activation	->	1.00
ABL1	STAT5B	PPrel: activation	->	1.00
ABL1	STK4	predicted	-	0.92
ABL1	TERT	complex; input	-	1.00
ABL1	TP63	activate	->	1.00
ABL1	TP73	activate	->	1.00
ABL1	TRIM28	expression regulated by	<-	1.00
ABL1	USF2	expression regulated by	<-	1.00
ABL1	VAV1	predicted	-	0.90
ABL1	WASF2	activate; catalyze	->	1.00
ABL1	WWTR1	activate	->	1.00
ABL1	YAP1	catalyze; inhibit	-	1.00
ABL1	YES1	activated by	<-	1.00
ABL1	ZAP70	predicted	-	0.91
ABL1	ZNF263	expression regulated by	<-	1.00
ABL1	ZNF274	expression regulated by	<-	1.00
ABL2	AXL	predicted	-	0.93
ABL2	CAP1	complex; input	-	1.00
ABL2	CAP2	complex; input	-	1.00
ABL2	CD55	PPrel: activated, indirect effect	<-	1.00
ABL2	CLASP1	complex; input	-	1.00
ABL2	CLASP2	complex; input	-	1.00
ABL2	CRK	PPrel: activated by	<-	1.00
ABL2	CRKL	PPrel: activated by	<-	1.00
ABL2	DOK1	predicted	-	0.93
ABL2	EPHB2	predicted	-	0.93
ABL2	ERBB3	predicted	-	0.90
ABL2	ERBB4	predicted	-	0.90
ABL2	FLT3	complex; input	-	1.00
ABL2	FLT3LG	complex; input	-	1.00
ABL2	NCK1	predicted	-	0.91
ABL2	RAC1	PPrel: activation	->	1.00
ABL2	RAC2	PPrel: activation	->	1.00
ABL2	RAC3	PPrel: activation	->	1.00
ABL2	RIN1	PPrel: activated by	<-	1.00
ABL2	ROBO1	complex; input	-	1.00
ABL2	SLIT2	complex; input	-	1.00
ABL2	STAT3	expression regulated by	<-	1.00
ABLIM1	ABLIM2	predicted	-	0.90
ABLIM1	ABLIM3	predicted	-	0.94
ABLIM1	CDC42	PPrel: activated by	<-	1.00
ABLIM1	CEP89	predicted	-	0.91
ABLIM1	DCC	complex; input	-	1.00
ABLIM1	DOCK1	complex; input	-	1.00
ABLIM1	FYN	complex; input	-	1.00
ABLIM1	KIAA0753	predicted	-	0.91
ABLIM1	NCK1	complex; input	-	1.00
ABLIM1	NTN1	complex; input	-	1.00
ABLIM1	PTK2	complex; input	-	1.00
ABLIM1	RAC1	PPrel: activated by; complex; input	<-	1.00
ABLIM1	RAC2	PPrel: activated by	<-	1.00
ABLIM1	RAC3	PPrel: activated by	<-	1.00
ABLIM1	SCLT1	predicted	-	0.91
ABLIM1	SRC	complex; input	-	1.00
ABLIM1	TRIO	complex; input	-	1.00
ABLIM2	ABLIM3	predicted	-	0.95
ABLIM2	CDC42	PPrel: activated by	<-	1.00
ABLIM2	DCC	complex; input	-	1.00
ABLIM2	DOCK1	complex; input	-	1.00
ABLIM2	FYN	complex; input	-	1.00
ABLIM2	NCK1	complex; input	-	1.00
ABLIM2	NTN1	complex; input	-	1.00
ABLIM2	PTK2	complex; input	-	1.00
ABLIM2	RAC1	PPrel: activated by; complex; input	<-	1.00
ABLIM2	RAC2	PPrel: activated by	<-	1.00
ABLIM2	RAC3	PPrel: activated by	<-	1.00
ABLIM2	SRC	complex; input	-	1.00
ABLIM2	TRIO	complex; input	-	1.00
ABLIM3	CDC42	PPrel: activated by	<-	1.00
ABLIM3	DCC	complex; input	-	1.00
ABLIM3	DOCK1	complex; input	-	1.00
ABLIM3	FOS	expression regulated by	<-	1.00
ABLIM3	FYN	complex; input	-	1.00
ABLIM3	NCK1	complex; input	-	1.00
ABLIM3	NTN1	complex; input	-	1.00
ABLIM3	PAX5	expression regulated by	<-	1.00
ABLIM3	PTK2	complex; input	-	1.00
ABLIM3	RAC1	PPrel: activated by; complex; input	<-	1.00
ABLIM3	RAC2	PPrel: activated by	<-	1.00
ABLIM3	RAC3	PPrel: activated by	<-	1.00
ABLIM3	SRC	complex; input	-	1.00
ABLIM3	TRIO	complex; input	-	1.00
ABR	BCR	predicted	-	0.90
ABR	RAC1	activate; catalyze	->	1.00
ABR	RAC2	catalyze	->	1.00
ABR	RHOA	activate; catalyze	->	1.00
ABR	RHOB	catalyze	->	1.00
ABR	RHOC	catalyze	->	1.00
ABRAXAS1	ATM	complex; input	-	1.00
ABRAXAS1	BABAM1	PPrel: binding/association; complex; input	-	1.00
ABRAXAS1	BABAM2	complex; input	-	1.00
ABRAXAS1	BARD1	complex; input	-	1.00
ABRAXAS1	BRCA1	PPrel: binding/association; complex; input	-	1.00
ABRAXAS1	BRCC3	complex; input	-	1.00
ABRAXAS1	CHEK2	catalyzed by; complex; input	<-	1.00
ABRAXAS1	H2AX	complex; input	-	1.00
ABRAXAS1	H3-4	complex; input	-	1.00
ABRAXAS1	H4C1	complex; input	-	1.00
ABRAXAS1	HERC2	complex; input	-	1.00
ABRAXAS1	KAT5	complex; input	-	1.00
ABRAXAS1	MDC1	complex; input	-	1.00
ABRAXAS1	MRE11	complex; input	-	1.00
ABRAXAS1	NBN	complex; input	-	1.00
ABRAXAS1	NSD2	complex; input	-	1.00
ABRAXAS1	PAXIP1	input	-	1.00
ABRAXAS1	PIAS4	complex; input	-	1.00
ABRAXAS1	RAD50	complex; input	-	1.00
ABRAXAS1	RIF1	input	-	1.00
ABRAXAS1	RNF168	complex; input	-	1.00
ABRAXAS1	RNF4	catalyzed by	<-	1.00
ABRAXAS1	RNF8	complex; input	-	1.00
ABRAXAS1	RPS27A	input	-	1.00
ABRAXAS1	SUMO2	catalyze; input	->	1.00
ABRAXAS1	TP53BP1	complex; input	-	1.00
ABRAXAS1	UBA52	input	-	1.00
ABRAXAS1	UBB	input	-	1.00
ABRAXAS1	UBC	input	-	1.00
ABRAXAS1	UBE2I	catalyze; input	->	1.00
ABRAXAS1	UBE2N	complex; input	-	1.00
ABRAXAS1	UBE2V2	complex; input	-	1.00
ABRAXAS1	UIMC1	complex; input	-	1.00
ABRAXAS2	BABAM1	complex	-	1.00
ABRAXAS2	BABAM2	complex	-	1.00
ABRAXAS2	BRCC3	complex	-	1.00
ABRAXAS2	NLRP3	complex	-	1.00
ABT1	ATF3	expression regulated by	<-	1.00
ABT1	BLM	predicted	-	0.91
ABT1	CDK12	predicted	-	0.91
ABT1	CEBPB	expression regulated by	<-	1.00
ABT1	EP300	expression regulated by	<-	1.00
ABT1	ESF1	predicted	-	0.96
ABT1	FTSJ3	predicted	-	0.90
ABT1	GTF2B	expression regulated by	<-	1.00
ABT1	MED18	predicted	-	0.89
ABT1	MPHOSPH10	predicted	-	0.94
ABT1	PRDM15	predicted	-	0.91
ABT1	PURB	predicted	-	0.91
ABT1	REXO4	predicted	-	0.90
ABT1	RRP1B	predicted	-	0.90
ABT1	RRS1	predicted	-	0.91
ABT1	SPI1	expression regulated by	<-	1.00
ABT1	TADA2B	predicted	-	0.94
ABT1	TAF5	predicted	-	0.91
ABT1	TBP	predicted	-	0.91
ABT1	TOPORS	predicted	-	0.91
ABT1	ZBTB11	predicted	-	0.91
ABT1	ZBTB24	predicted	-	0.91
ABT1	ZBTB47	predicted	-	0.91
ABT1	ZKSCAN8	predicted	-	0.91
ABT1	ZNF100	predicted	-	0.91
ABT1	ZNF22	predicted	-	0.90
ABT1	ZNF239	predicted	-	0.90
ABT1	ZNF275	predicted	-	0.91
ABT1	ZNF316	predicted	-	0.91
ABT1	ZNF430	predicted	-	0.91
ABT1	ZNF768	predicted	-	0.91
ABT1	ZNF771	predicted	-	0.94
ABT1	ZNF865	predicted	-	0.91
ACAA1	ACAA2	predicted	-	0.93
ACAA1	ACOX1	predicted	-	0.98
ACAA1	CRAT	predicted	-	0.92
ACAA1	ECH1	predicted	-	0.93
ACAA1	ECHS1	predicted	-	0.94
ACAA1	ECI1	predicted	-	0.91
ACAA1	EHHADH	predicted	-	0.92
ACAA1	PEX10	complex; input	-	1.00
ACAA1	PEX12	complex; input	-	1.00
ACAA1	PEX13	complex; input	-	1.00
ACAA1	PEX14	complex; input	-	1.00
ACAA1	PEX2	complex; input	-	1.00
ACAA1	PEX5	complex; input	-	1.00
ACAA1	PEX7	complex; input	-	1.00
ACAA1	PPARA	GErel: expression by	<-	1.00
ACAA1	PPARG	expression regulated by	<-	1.00
ACAA1	RXRA	GErel: expression by	<-	1.00
ACAA1	RXRB	GErel: expression by	<-	1.00
ACAA1	RXRG	GErel: expression by	<-	1.00
ACAA1	SCP2	predicted	-	0.91
ACAA1	TYSND1	catalyzed by	<-	1.00
ACAA2	ACADM	predicted	-	0.96
ACAA2	ACAT1	predicted	-	0.93
ACAA2	CRAT	predicted	-	0.90
ACAA2	ECHS1	predicted	-	0.98
ACAA2	HADH	predicted	-	0.93
ACAA2	NPEPPS	predicted	-	0.90
ACAA2	SCP2	predicted	-	0.91
ACACA	ACACB	predicted	-	0.99
ACACA	BRCA1	predicted	-	0.91
ACACA	CEBPA	expression regulated by	<-	1.00
ACACA	FASN	predicted	-	0.93
ACACA	HLCS	catalyzed by	<-	1.00
ACACA	PRKAA1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAA2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAB1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAB2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAG1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAG2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	PRKAG3	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACA	SAR1B	predicted	-	0.91
ACACA	SHMT2	predicted	-	0.91
ACACA	SP3	expression regulated by	<-	1.00
ACACA	SREBF1	GErel: expression by; PPrel: activated, indirect effect	<-	1.00
ACACA	USF1	expression regulated by	<-	1.00
ACACA	USF2	expression regulated by	<-	1.00
ACACB	CPT1A	PPrel: compound	-	1.00
ACACB	CPT1B	PPrel: compound	-	1.00
ACACB	CPT1C	PPrel: compound	-	1.00
ACACB	HLCS	catalyzed by	<-	1.00
ACACB	MLX	GErel: expression by	<-	1.00
ACACB	MLXIP	GErel: expression by	<-	1.00
ACACB	MLXIPL	GErel: expression by	<-	1.00
ACACB	PRKAA1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAA2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAB1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAB2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAG1	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAG2	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	PRKAG3	PPrel: inhibited by, phosphorylated by	|-	1.00
ACACB	SP1	expression regulated by	<-	1.00
ACACB	SREBF1	GErel: expression by; PPrel: activated, indirect effect	<-	1.00
ACAD11	ACADM	predicted	-	0.91
ACAD9	ACADM	predicted	-	0.93
ACAD9	ACOT2	predicted	-	0.94
ACAD9	COA1	complex; input	-	1.00
ACAD9	ECSIT	complex	-	1.00
ACAD9	MT-ND1	complex; input	-	1.00
ACAD9	MT-ND2	complex; input	-	1.00
ACAD9	MT-ND3	complex; input	-	1.00
ACAD9	MT-ND4	complex; input	-	1.00
ACAD9	MT-ND5	complex; input	-	1.00
ACAD9	MT-ND6	complex; input	-	1.00
ACAD9	NDUFA1	complex; input	-	1.00
ACAD9	NDUFA10	complex; input	-	1.00
ACAD9	NDUFA11	complex; input	-	1.00
ACAD9	NDUFA12	complex; input	-	1.00
ACAD9	NDUFA13	complex; input	-	1.00
ACAD9	NDUFA2	complex; input	-	1.00
ACAD9	NDUFA3	complex; input	-	1.00
ACAD9	NDUFA5	complex; input	-	1.00
ACAD9	NDUFA6	complex; input	-	1.00
ACAD9	NDUFA7	complex; input	-	1.00
ACAD9	NDUFA8	complex; input	-	1.00
ACAD9	NDUFA9	complex; input	-	1.00
ACAD9	NDUFAB1	complex; input	-	1.00
ACAD9	NDUFAF1	complex	-	1.00
ACAD9	NDUFAF2	complex; input	-	1.00
ACAD9	NDUFAF3	complex; input	-	1.00
ACAD9	NDUFAF4	complex; input	-	1.00
ACAD9	NDUFAF5	complex; input	-	1.00
ACAD9	NDUFAF6	complex; input	-	1.00
ACAD9	NDUFAF7	complex; input	-	1.00
ACAD9	NDUFB1	complex; input	-	1.00
ACAD9	NDUFB10	complex; input	-	1.00
ACAD9	NDUFB11	complex; input	-	1.00
ACAD9	NDUFB2	complex; input	-	1.00
ACAD9	NDUFB3	complex; input	-	1.00
ACAD9	NDUFB4	complex; input	-	1.00
ACAD9	NDUFB5	complex; input	-	1.00
ACAD9	NDUFB6	complex; input	-	1.00
ACAD9	NDUFB7	complex; input	-	1.00
ACAD9	NDUFB8	complex; input	-	1.00
ACAD9	NDUFB9	complex; input	-	1.00
ACAD9	NDUFC1	complex; input	-	1.00
ACAD9	NDUFC2	complex; input	-	1.00
ACAD9	NDUFS1	complex; input	-	1.00
ACAD9	NDUFS2	complex; input	-	1.00
ACAD9	NDUFS3	complex; input	-	1.00
ACAD9	NDUFS4	complex; input	-	1.00
ACAD9	NDUFS5	complex; input	-	1.00
ACAD9	NDUFS6	complex; input	-	1.00
ACAD9	NDUFS7	complex; input	-	1.00
ACAD9	NDUFS8	complex; input	-	1.00
ACAD9	NDUFV1	complex; input	-	1.00
ACAD9	NDUFV2	complex; input	-	1.00
ACAD9	NDUFV3	complex; input	-	1.00
ACAD9	TIMMDC1	complex; input	-	1.00
ACAD9	TMEM126B	complex	-	1.00
ACAD9	TMEM186	complex; input	-	1.00
ACADL	ACADM	predicted	-	0.91
ACADL	ACADVL	predicted	-	0.91
ACADL	HADHA	reaction	-	1.00
ACADL	HADHB	reaction	-	1.00
ACADL	PPARD	GErel: expression by	<-	1.00
ACADL	RXRA	GErel: expression by	<-	1.00
ACADL	RXRB	GErel: expression by	<-	1.00
ACADL	RXRG	GErel: expression by	<-	1.00
ACADM	ACADVL	predicted	-	0.90
ACADM	CPT1C	predicted	-	0.89
ACADM	ECH1	predicted	-	0.93
ACADM	ECHS1	predicted	-	0.99
ACADM	ETFA	predicted	-	0.97
ACADM	ETFB	predicted	-	0.95
ACADM	IDH3A	predicted	-	0.91
ACADM	PPARA	GErel: expression by	<-	1.00
ACADM	RXRA	GErel: expression by	<-	1.00
ACADM	RXRB	GErel: expression by	<-	1.00
ACADM	RXRG	GErel: expression by	<-	1.00
ACADS	ECI1	predicted	-	0.89
ACADVL	CPT1A	predicted	-	0.89
ACADVL	DENR	predicted	-	0.90
ACADVL	ETFDH	predicted	-	0.89
ACADVL	HADHA	predicted	-	0.89
ACADVL	SIRT4	predicted	-	0.91
ACAN	ADAMTS4	catalyzed by	<-	1.00
ACAN	ADAMTS5	catalyzed by	<-	1.00
ACAN	B3GNT2	catalyzed by	<-	1.00
ACAN	B3GNT3	catalyzed by	<-	1.00
ACAN	B3GNT4	catalyzed by	<-	1.00
ACAN	B3GNT7	catalyzed by	<-	1.00
ACAN	B4GALT1	catalyzed by	<-	1.00
ACAN	B4GALT2	catalyzed by	<-	1.00
ACAN	B4GALT3	catalyzed by	<-	1.00
ACAN	B4GALT4	catalyzed by	<-	1.00
ACAN	B4GALT5	catalyzed by	<-	1.00
ACAN	B4GALT6	catalyzed by	<-	1.00
ACAN	B4GAT1	catalyzed by	<-	1.00
ACAN	CHST1	catalyzed by	<-	1.00
ACAN	CHST2	catalyzed by	<-	1.00
ACAN	CHST5	catalyzed by	<-	1.00
ACAN	CHST6	catalyzed by	<-	1.00
ACAN	COMP	complex; input	-	1.00
ACAN	HAPLN1	complex; input	-	1.00
ACAN	HTRA1	catalyzed by	<-	1.00
ACAN	LUM	predicted	-	0.90
ACAN	MMP1	catalyzed by	<-	1.00
ACAN	MMP12	catalyzed by	<-	1.00
ACAN	MMP13	catalyzed by	<-	1.00
ACAN	MMP14	predicted	-	0.96
ACAN	MMP2	catalyzed by	<-	1.00
ACAN	MMP3	catalyzed by	<-	1.00
ACAN	MMP7	catalyzed by	<-	1.00
ACAN	MMP9	catalyzed by	<-	1.00
ACAN	SP1	expression regulated by	<-	1.00
ACAN	ST3GAL1	catalyzed by	<-	1.00
ACAN	ST3GAL2	catalyzed by	<-	1.00
ACAN	ST3GAL3	catalyzed by	<-	1.00
ACAN	ST3GAL4	catalyzed by	<-	1.00
ACAN	ST3GAL6	catalyzed by	<-	1.00
ACAN	TFAP2A	expression regulated by	<-	1.00
ACAN	TNC	complex; input	-	1.00
ACAN	TNR	complex; input	-	1.00
ACAP1	ARF6	activate; activated by; complex	<->	1.00
ACAP1	ARFGAP2	predicted	-	0.93
ACAP1	CLTC	complex; input	-	1.00
ACAP1	GULP1	activate; complex	->	1.00
ACAP1	PLD1	activated by	<-	1.00
ACAP1	PLD2	activated by	<-	1.00
ACAP1	SLC2A4	complex; input	-	1.00
ACAP2	ARF6	activate	->	1.00
ACAP2	RAB35	predicted	-	0.89
ACAT1	ACAT2	predicted	-	0.95
ACAT1	ACO2	predicted	-	0.92
ACAT1	CPT1A	predicted	-	0.89
ACAT1	ECH1	predicted	-	0.90
ACAT1	ECHS1	predicted	-	0.95
ACAT1	HADHA	predicted	-	0.90
ACAT2	ALDH9A1	predicted	-	0.90
ACAT2	ECH1	predicted	-	0.91
ACAT2	HADH	predicted	-	0.93
ACBD3	GOLGB1	complex; input	-	1.00
ACBD4	ACBD5	predicted	-	0.90
ACBD5	PEX19	complex; input	-	1.00
ACBD5	PEX3	complex; input	-	1.00
ACD	ANKRD28	activated by; catalyzed by	<-	1.00
ACD	ATRX	activated by; complex; input	<-	1.00
ACD	BLM	catalyzed by	<-	1.00
ACD	CDK2	catalyzed by; inhibited by	-	1.00
ACD	CTC1	activated by; catalyze; catalyzed by; complex; input	<->	1.00
ACD	DAXX	activated by; complex; input	<-	1.00
ACD	DKC1	complex; input	-	1.00
ACD	DNA2	complex; input	-	1.00
ACD	FEN1	catalyzed by	<-	1.00
ACD	GAR1	complex; input	-	1.00
ACD	H3-3A	complex; input	-	1.00
ACD	H3-4	complex; input	-	1.00
ACD	H4C1	complex; input	-	1.00
ACD	LIG1	catalyzed by	<-	1.00
ACD	LMNA	complex; input	-	1.00
ACD	LMNB1	complex; input	-	1.00
ACD	NEIL3	complex; input	-	1.00
ACD	NHP2	complex; input	-	1.00
ACD	NOP10	complex; input	-	1.00
ACD	PCNA	catalyze; complex; input	->	1.00
ACD	PIF1	catalyzed by	<-	1.00
ACD	POLA1	complex; input	-	1.00
ACD	POLA2	complex; input	-	1.00
ACD	POLD1	complex; input	-	1.00
ACD	POLD2	complex; input	-	1.00
ACD	POLD3	complex; input	-	1.00
ACD	POLD4	complex; input	-	1.00
ACD	POLR2A	inhibite	-|	1.00
ACD	POLR2B	inhibite	-|	1.00
ACD	POLR2C	inhibite	-|	1.00
ACD	POLR2D	inhibite	-|	1.00
ACD	POLR2E	inhibite	-|	1.00
ACD	POLR2F	inhibite	-|	1.00
ACD	POLR2G	inhibite	-|	1.00
ACD	POLR2H	inhibite	-|	1.00
ACD	POLR2I	inhibite	-|	1.00
ACD	POLR2J	inhibite	-|	1.00
ACD	POLR2K	inhibite	-|	1.00
ACD	POLR2L	inhibite	-|	1.00
ACD	POT1	complex; input	-	1.00
ACD	PPP6C	activated by; catalyzed by	<-	1.00
ACD	PPP6R3	activated by; catalyzed by	<-	1.00
ACD	PRIM1	complex; input	-	1.00
ACD	PRIM2	complex; input	-	1.00
ACD	RAD21	complex; input	-	1.00
ACD	REC8	complex; input	-	1.00
ACD	RFC1	complex; input	-	1.00
ACD	RFC2	complex; input	-	1.00
ACD	RFC3	complex; input	-	1.00
ACD	RFC4	complex; input	-	1.00
ACD	RFC5	complex; input	-	1.00
ACD	RPA1	complex; input	-	1.00
ACD	RPA2	complex; input	-	1.00
ACD	RPA3	complex; input	-	1.00
ACD	RTEL1	complex; input	-	1.00
ACD	SMC1A	complex; input	-	1.00
ACD	SMC1B	complex; input	-	1.00
ACD	SMC3	complex; input	-	1.00
ACD	STAG1	complex; input	-	1.00
ACD	STAG2	complex; input	-	1.00
ACD	STAG3	complex; input	-	1.00
ACD	STN1	activated by; catalyze; catalyzed by; complex; input	<->	1.00
ACD	SUN1	complex; input	-	1.00
ACD	SUN2	complex; input	-	1.00
ACD	SYCP2	complex; input	-	1.00
ACD	SYCP3	complex; input	-	1.00
ACD	SYNE1	complex; input	-	1.00
ACD	SYNE2	complex; input	-	1.00
ACD	TEN1	activated by; catalyze; catalyzed by; complex; input	<->	1.00
ACD	TERF1	complex; input	-	1.00
ACD	TERF2	complex; input	-	1.00
ACD	TERF2IP	complex; input	-	1.00
ACD	TERT	complex; input	-	1.00
ACD	TINF2	complex; input	-	1.00
ACD	WRAP53	complex; input	-	1.00
ACD	WRN	activated by; catalyzed by	<-	1.00
ACE	AGT	catalyze; inhibite	-	1.00
ACE	CEBPB	expression regulated by	<-	1.00
ACE	EP300	expression regulated by	<-	1.00
ACE	FOXA1	expression regulated by	<-	1.00
ACE	HDAC2	expression regulated by	<-	1.00
ACE	KNG1	PPrel: inhibition	-|	1.00
ACE2	AGRN	complex; input	-	1.00
ACE2	AGT	catalyze	->	1.00
ACE2	CTSL	catalyzed by; inhibited by	-	1.00
ACE2	FURIN	catalyzed by	<-	1.00
ACE2	GPC1	complex; input	-	1.00
ACE2	GPC2	complex; input	-	1.00
ACE2	GPC3	complex; input	-	1.00
ACE2	GPC4	complex; input	-	1.00
ACE2	GPC5	complex; input	-	1.00
ACE2	GPC6	complex; input	-	1.00
ACE2	HAVCR1	activated by	<-	1.00
